Date,Ticker,ASW,Yield,Daily Return,Bid Price
2000-01-01,BATSLN,0.0,6.394449920208595,0.0,89.90567648289588
2000-01-01,DT,0.0,5.96062195644617,0.0,95.38
2000-01-01,RENAUL,0.0,5.5468690616573,0.0,97.7
2000-01-02,BATSLN,0.0,6.3953799399249736,0.0,89.90474020816576
2000-01-02,DT,0.0,5.960822692829851,0.0,95.38
2000-01-02,RENAUL,0.0,5.547010209913321,0.0,97.7
2000-01-03,BATSLN,0.0,6.499263234817649,0.0,89.39075694130885
2000-01-03,DT,0.0,6.022635771451081,0.0,94.99500000000002
2000-01-03,RENAUL,0.0,5.547151866721441,0.0,97.7
2000-01-04,BATSLN,0.0,6.511175191679067,0.0,89.30645677473542
2000-01-04,DT,0.0,6.054188250801831,0.0,94.8
2000-01-04,RENAUL,0.0,5.5472940327272,0.0,97.7
2000-01-05,BATSLN,0.0,6.530634312587477,0.0,89.19552246375089
2000-01-05,DT,0.0,6.09310250111824,0.0,94.55999999999999
2000-01-05,RENAUL,0.0,5.54743670857743,0.0,97.7
2000-01-06,BATSLN,0.0,6.54250144944347,0.0,89.1453829327894
2000-01-06,DT,0.0,6.111926649309849,0.0,94.44500000000001
2000-01-06,RENAUL,0.0,5.54757989492036,0.0,97.7
2000-01-07,BATSLN,0.0,6.440415423929414,0.0,89.63781388992584
2000-01-07,DT,0.0,6.018693683513139,0.0,95.025
2000-01-07,RENAUL,0.0,5.54772359240551,0.0,97.7
2000-01-08,BATSLN,0.0,6.4413733901855315,0.0,89.63680994844846
2000-01-08,DT,0.0,6.018912500953621,0.0,95.02499999999999
2000-01-08,RENAUL,0.0,5.5478678016837,0.0,97.7
2000-01-09,BATSLN,0.0,6.442332761713679,0.0,89.63580500977471
2000-01-09,DT,0.0,6.019131833595511,0.0,95.02499999999999
2000-01-09,RENAUL,0.0,5.54801252340711,0.0,97.7
2000-01-10,BATSLN,0.0,6.367100905893902,0.0,90.03207591404923
2000-01-10,DT,0.0,5.9464650340695595,0.0,95.48000000000002
2000-01-10,RENAUL,0.0,5.960835311115639,0.0,95.55
2000-01-11,BATSLN,0.0,6.458845076565777,0.0,89.56231964996057
2000-01-11,DT,0.0,6.02278679380901,0.0,95.00500000000001
2000-01-11,RENAUL,0.0,5.96112685128555,0.0,95.55
2000-01-12,BATSLN,0.0,6.483396396368169,0.0,89.44981849234608
2000-01-12,DT,0.0,6.06327567995353,0.0,94.755
2000-01-12,RENAUL,0.0,5.96141906959215,0.0,95.55
2000-01-13,BATSLN,0.0,6.438458540793102,0.0,89.68487063589558
2000-01-13,DT,0.0,6.015191236285849,0.0,95.055
2000-01-13,RENAUL,0.0,5.9617119669336605,0.0,95.55
2000-01-14,BATSLN,0.0,6.448298695308092,0.0,89.62590138005805
2000-01-14,DT,0.0,6.043581147891741,0.0,94.87999999999998
2000-01-14,RENAUL,0.0,6.09023563503963,0.0,94.895
2000-01-15,BATSLN,0.0,6.449267006817181,0.0,89.62489142756819
2000-01-15,DT,0.0,6.0438098120612995,0.0,94.88
2000-01-15,RENAUL,0.0,6.09057536151711,0.0,94.895
2000-01-16,BATSLN,0.0,6.4502367401328895,0.0,89.62388046654219
2000-01-16,DT,0.0,6.044039001546509,0.0,94.88
2000-01-16,RENAUL,0.0,6.090915821311969,0.0,94.895
2000-01-17,BATSLN,0.0,6.464123227344418,0.0,89.573652170324
2000-01-17,DT,0.0,6.069293416775099,0.0,94.72499999999998
2000-01-17,RENAUL,0.0,6.11390972836097,0.0,94.78
2000-01-18,BATSLN,0.0,6.514024640198661,0.0,89.30706822625662
2000-01-18,DT,0.0,6.15388523961872,0.0,94.205
2000-01-18,RENAUL,0.0,6.0984920395795195,0.0,94.86
2000-01-19,BATSLN,0.0,6.4863465217851495,0.0,89.44837884025402
2000-01-19,DT,0.0,6.110260835897111,0.0,94.475
2000-01-19,RENAUL,0.0,6.17291954327866,0.0,94.485
2000-01-20,BATSLN,0.0,6.50848610515566,0.0,89.33674305554372
2000-01-20,DT,0.0,6.129186853841269,0.0,94.36
2000-01-20,RENAUL,0.0,6.22190974458949,0.0,94.24
2000-01-21,BATSLN,0.0,6.496957418989259,0.0,89.39872259822322
2000-01-21,DT,0.0,6.130254172984589,0.0,94.35499999999999
2000-01-21,RENAUL,0.0,6.2103746893126,0.0,94.3
2000-01-22,BATSLN,0.0,6.497955277094765,0.0,89.39767742439207
2000-01-22,DT,0.0,6.13050934228348,0.0,94.35500000000002
2000-01-22,RENAUL,0.0,6.210761561176209,0.0,94.3
2000-01-23,BATSLN,0.0,6.4989545980631105,0.0,89.39663120166814
2000-01-23,DT,0.0,6.13076506406582,0.0,94.355
2000-01-23,RENAUL,0.0,6.21114922121286,0.0,94.3
2000-01-24,BATSLN,0.0,6.5009501380855355,0.0,89.39788871746097
2000-01-24,DT,0.0,6.1261407074911105,0.0,94.385
2000-01-24,RENAUL,0.0,6.20656625736364,0.0,94.325
2000-01-25,BATSLN,0.0,6.470523034328243,0.0,89.54540213252767
2000-01-25,DT,0.0,6.08660009336196,0.0,94.63
2000-01-25,RENAUL,0.0,6.13057547968699,0.0,94.71
2000-01-26,BATSLN,0.0,6.47400979557705,0.0,89.55061672942337
2000-01-26,DT,0.0,6.08198007703029,0.0,94.66
2000-01-26,RENAUL,0.0,6.16859408750488,0.0,94.52
2000-01-27,BATSLN,0.0,6.592402744426953,0.0,88.96200436751079
2000-01-27,DT,0.0,6.1971088101933,0.0,93.95499999999998
2000-01-27,RENAUL,0.0,6.30858475958695,0.0,93.82
2000-01-28,BATSLN,0.0,6.581925007013975,0.0,89.00655583065354
2000-01-28,DT,0.0,6.1875626286222305,0.0,94.015
2000-01-28,RENAUL,0.0,6.283974419231289,0.0,93.945
2000-01-29,BATSLN,0.0,6.582969347667904,0.0,89.00546653779406
2000-01-29,DT,0.0,6.18783664684997,0.0,94.015
2000-01-29,RENAUL,0.0,6.28439225234801,0.0,93.945
2000-01-30,BATSLN,0.0,6.584015214090578,0.0,89.00437614620725
2000-01-30,DT,0.0,6.18811123704376,0.0,94.015
2000-01-30,RENAUL,0.0,6.28481091034174,0.0,93.945
2000-01-31,BATSLN,0.0,6.54059388228367,0.0,89.23201568005743
2000-01-31,DT,0.0,6.15409722908947,0.0,94.2246667
2000-01-31,RENAUL,0.0,6.2334991833454,0.0,94.2036667
2000-02-01,BATSLN,0.0,6.487182515923799,0.0,89.49931046462731
2000-02-01,DT,0.0,6.060739621346989,0.0,94.8
2000-02-01,RENAUL,0.0,6.18014054734998,0.0,94.4733333
2000-02-02,BATSLN,0.0,6.471275159179057,0.0,89.57776701190419
2000-02-02,DT,0.0,6.06746910224621,0.0,94.75999999999999
2000-02-02,RENAUL,0.0,6.18716091929909,0.0,94.44
2000-02-03,BATSLN,0.0,6.455621548469202,0.0,89.68428532196529
2000-02-03,DT,0.0,6.042585398531541,0.0,94.915
2000-02-03,RENAUL,0.0,6.16564780728548,0.0,94.55
2000-02-04,BATSLN,0.0,6.512764888886586,0.0,89.38509362785469
2000-02-04,DT,0.0,6.10453558712543,0.0,94.535
2000-02-04,RENAUL,0.0,6.243843861723669,0.0,94.16
2000-02-05,BATSLN,0.0,6.513783991235573,0.0,89.38404032487995
2000-02-05,DT,0.0,6.10479059111929,0.0,94.53500000000001
2000-02-05,RENAUL,0.0,6.2442519571823,0.0,94.16
2000-02-06,BATSLN,0.0,6.514804591330173,0.0,89.38298595350842
2000-02-06,DT,0.0,6.105046147760179,0.0,94.535
2000-02-06,RENAUL,0.0,6.24466086757362,0.0,94.16
2000-02-07,BATSLN,0.0,6.551146754354663,0.0,89.22856382064685
2000-02-07,DT,0.0,6.14201995993037,0.0,94.31
2000-02-07,RENAUL,0.0,6.261100528484111,0.0,94.08
2000-02-08,BATSLN,0.0,6.506561430192003,0.0,89.46611497772459
2000-02-08,DT,0.0,6.08764324882282,0.0,94.64499999999998
2000-02-08,RENAUL,0.0,6.225460585274861,0.0,94.26
2000-02-09,BATSLN,0.0,6.543132293881859,0.0,89.29353603096422
2000-02-09,DT,0.0,6.1229466499523495,0.0,94.43
2000-02-09,RENAUL,0.0,6.265947098215129,0.0,94.06
2000-02-10,BATSLN,0.0,6.592054267216817,0.0,89.04618179866699
2000-02-10,DT,0.0,6.18378216844491,0.0,94.06
2000-02-10,RENAUL,0.0,6.32671366320192,0.0,93.76
2000-02-11,BATSLN,0.0,6.602796923991755,0.0,88.98136428831417
2000-02-11,DT,0.0,6.184061658512849,0.0,94.06
2000-02-11,RENAUL,0.0,6.33724095969326,0.0,93.71
2000-02-12,BATSLN,0.0,6.603865204061818,0.0,88.98027208552183
2000-02-12,DT,0.0,6.18434172653246,0.0,94.06000000000002
2000-02-12,RENAUL,0.0,6.33768761681961,0.0,93.71
2000-02-13,BATSLN,0.0,6.604935048805035,0.0,88.97917876898396
2000-02-13,DT,0.0,6.184622373128671,0.0,94.06
2000-02-13,RENAUL,0.0,6.33813513467046,0.0,93.71
2000-02-14,BATSLN,0.0,6.551870641623981,0.0,89.24047195081685
2000-02-14,DT,0.0,6.12671694678234,0.0,94.415
2000-02-14,RENAUL,0.0,6.2469577787109,0.0,94.165
2000-02-15,BATSLN,0.0,6.569815083653085,0.0,89.1574994672889
2000-02-15,DT,0.0,6.146626043227861,0.0,94.295
2000-02-15,RENAUL,0.0,6.29262972060208,0.0,93.94
2000-02-16,BATSLN,0.0,6.606178696294096,0.0,88.98178609597232
2000-02-16,DT,0.0,6.17150296212629,0.0,94.145
2000-02-16,RENAUL,0.0,6.32533988217255,0.0,93.78
2000-02-17,BATSLN,0.0,6.624625569186879,0.0,88.89408292629817
2000-02-17,DT,0.0,6.1890398122657,0.0,94.03999999999999
2000-02-17,RENAUL,0.0,6.338922814764481,0.0,93.715
2000-02-18,BATSLN,0.0,6.618859634464583,0.0,88.95912985178192
2000-02-18,DT,0.0,6.16138773058185,0.0,94.21
2000-02-18,RENAUL,0.0,6.342408662360259,0.0,93.7
2000-02-19,BATSLN,0.0,6.619942307504947,0.0,88.95804587924414
2000-02-19,DT,0.0,6.161665109176269,0.0,94.21000000000001
2000-02-19,RENAUL,0.0,6.342862107600321,0.0,93.7
2000-02-20,BATSLN,0.0,6.621026568115756,0.0,88.95696079508892
2000-02-20,DT,0.0,6.161943063794951,0.0,94.21
2000-02-20,RENAUL,0.0,6.343316422809,0.0,93.7
2000-02-21,BATSLN,0.0,6.56425915640824,0.0,89.23134814762203
2000-02-21,DT,0.0,6.09913601400117,0.0,94.595
2000-02-21,RENAUL,0.0,6.302309299181711,0.0,93.905
2000-02-22,BATSLN,0.0,6.470881826461157,0.0,89.68318467770935
2000-02-22,DT,0.0,5.99764429043473,0.0,95.22
2000-02-22,RENAUL,0.0,6.16898249299411,0.0,94.57
2000-02-23,BATSLN,0.0,6.502603535211431,0.0,89.51399729318814
2000-02-23,DT,0.0,6.0393035535081,0.0,94.965
2000-02-23,RENAUL,0.0,6.19744855286269,0.0,94.43
2000-02-24,BATSLN,0.0,6.469589034837665,0.0,89.65707046546646
2000-02-24,DT,0.0,5.98352241166541,0.0,95.31
2000-02-24,RENAUL,0.0,6.14373822886101,0.0,94.7
2000-02-25,BATSLN,0.0,6.536973610577548,0.0,89.34236641063806
2000-02-25,DT,0.0,6.0357270280532,0.0,94.98999999999998
2000-02-25,RENAUL,0.0,6.1852070928283505,0.0,94.495
2000-02-26,BATSLN,0.0,6.537941809973622,0.0,89.34121672988753
2000-02-26,DT,0.0,6.03597330858181,0.0,94.99
2000-02-26,RENAUL,0.0,6.18560783466141,0.0,94.495
2000-02-27,BATSLN,0.0,6.538911437204323,0.0,89.3400659093389
2000-02-27,DT,0.0,6.0362201334059105,0.0,94.98999999999998
2000-02-27,RENAUL,0.0,6.1860093867687596,0.0,94.495
2000-02-28,BATSLN,0.0,6.615203884326266,0.0,88.9612613888559
2000-02-28,DT,0.0,6.08216310846186,0.0,94.70999999999998
2000-02-28,RENAUL,0.0,6.2306756151995994,0.0,94.275
2000-02-29,BATSLN,0.0,6.623540837342908,0.0,88.90529845573329
2000-02-29,DT,0.0,6.089630206414009,0.0,94.65
2000-02-29,RENAUL,0.0,6.23289167250522,0.0,94.25
2000-03-01,BATSLN,0.0,6.568558002041406,0.0,89.19557974022335
2000-03-01,DT,0.0,6.12939731382747,0.0,94.425
2000-03-01,RENAUL,0.0,6.21841421511153,0.0,94.34
2000-03-02,BATSLN,0.0,6.594991882109057,0.0,89.07268309445726
2000-03-02,DT,0.0,6.17410245671326,0.0,94.155
2000-03-02,RENAUL,0.0,6.236980222316659,0.0,94.25
2000-03-03,BATSLN,0.0,6.540127210875432,0.0,89.36480536050301
2000-03-03,DT,0.0,6.1069655821106785,0.0,94.56500000000001
2000-03-03,RENAUL,0.0,6.193060182268259,0.0,94.47
2000-03-04,BATSLN,0.0,6.541103478644202,0.0,89.36365901803072
2000-03-04,DT,0.0,6.10723492500932,0.0,94.565
2000-03-04,RENAUL,0.0,6.19346847429302,0.0,94.47
2000-03-05,BATSLN,0.0,6.542081188333037,0.0,89.36251153287941
2000-03-05,DT,0.0,6.107504836122449,0.0,94.565
2000-03-05,RENAUL,0.0,6.193877586655931,0.0,94.47
2000-03-06,BATSLN,0.0,6.546755488702672,0.0,89.34102925251379
2000-03-06,DT,0.0,6.1028522166444805,0.0,94.595
2000-03-06,RENAUL,0.0,6.180189796029849,0.0,94.54
2000-03-07,BATSLN,0.0,6.533457194606957,0.0,89.40458944680188
2000-03-07,DT,0.0,6.05970778445439,0.0,94.86
2000-03-07,RENAUL,0.0,6.1795884941259,0.0,94.545
2000-03-08,BATSLN,0.0,6.551657464234048,0.0,89.3083915358476
2000-03-08,DT,0.0,6.07633522986469,0.0,94.75999999999999
2000-03-08,RENAUL,0.0,6.15785257741096,0.0,94.655
2000-03-09,BATSLN,0.0,6.464262909242411,0.0,89.7518037141432
2000-03-09,DT,0.0,5.99006450001134,0.0,95.29
2000-03-09,RENAUL,0.0,6.0909932885669695,0.0,94.99
2000-03-10,BATSLN,0.0,6.48582638369073,0.0,89.65677328895877
2000-03-10,DT,0.0,6.005774741105,0.0,95.195
2000-03-10,RENAUL,0.0,6.12748254783243,0.0,94.81
2000-03-11,BATSLN,0.0,6.486784664730586,0.0,89.6556505881349
2000-03-11,DT,0.0,6.006019388596459,0.0,95.195
2000-03-11,RENAUL,0.0,6.127871234522541,0.0,94.81
2000-03-12,BATSLN,0.0,6.48774436924496,0.0,89.65452676219589
2000-03-12,DT,0.0,6.006264579152571,0.0,95.19500000000001
2000-03-12,RENAUL,0.0,6.128260720127409,0.0,94.81
2000-03-13,BATSLN,0.0,6.474979153442221,0.0,89.73644292596877
2000-03-13,DT,0.0,5.9828856247085,0.0,95.34
2000-03-13,RENAUL,0.0,6.08046359969743,0.0,95.05
2000-03-14,BATSLN,0.0,6.527542756288568,0.0,89.48042431576428
2000-03-14,DT,0.0,6.024714045375309,0.0,95.08500000000001
2000-03-14,RENAUL,0.0,6.1411174394618,0.0,94.75
2000-03-15,BATSLN,0.0,6.562129355252675,0.0,89.32237823521781
2000-03-15,DT,0.0,6.0241488362806,0.0,95.09
2000-03-15,RENAUL,0.0,6.11635835474587,0.0,94.875
2000-03-16,BATSLN,0.0,6.500674073171335,0.0,89.6092955541509
2000-03-16,DT,0.0,5.95350492991369,0.0,95.525
2000-03-16,RENAUL,0.0,6.03149717285635,0.0,95.3
2000-03-17,BATSLN,0.0,6.50594868280212,0.0,89.58367080972157
2000-03-17,DT,0.0,5.92613406865748,0.0,95.695
2000-03-17,RENAUL,0.0,6.025852352208281,0.0,95.33
2000-03-18,BATSLN,0.0,6.506923093427397,0.0,89.58253462148856
2000-03-18,DT,0.0,5.92635977654558,0.0,95.69499999999998
2000-03-18,RENAUL,0.0,6.02620777093788,0.0,95.33
2000-03-19,BATSLN,0.0,6.507898951541852,0.0,89.58139728859712
2000-03-19,DT,0.0,5.926586008315179,0.0,95.695
2000-03-19,RENAUL,0.0,6.026563951264619,0.0,95.33
2000-03-20,BATSLN,0.0,6.493324213420419,0.0,89.66657651870092
2000-03-20,DT,0.0,5.914644058780549,0.0,95.77
2000-03-20,RENAUL,0.0,6.01891336271116,0.0,95.37
2000-03-21,BATSLN,0.0,6.617444344850156,0.0,89.0581542531519
2000-03-21,DT,0.0,5.90513887977834,0.0,95.82999999999998
2000-03-21,RENAUL,0.0,5.999260276146869,0.0,95.47
2000-03-22,BATSLN,0.0,6.622338251071783,0.0,89.06838046879878
2000-03-22,DT,0.0,5.934578941972659,0.0,95.65
2000-03-22,RENAUL,0.0,6.02763707245739,0.0,95.33
2000-03-23,BATSLN,0.0,6.6813532127490545,0.0,88.72800617999047
2000-03-23,DT,0.0,5.892615319649289,0.0,95.91
2000-03-23,RENAUL,0.0,5.99595565281175,0.0,95.49
2000-03-24,BATSLN,0.0,6.726360397861271,0.0,88.55702452707135
2000-03-24,DT,0.0,5.932601360526888,0.0,95.665
2000-03-24,RENAUL,0.0,6.0243460288886395,0.0,95.35
2000-03-25,BATSLN,0.0,6.72744426827862,0.0,88.5557798297144
2000-03-25,DT,0.0,5.932832118178459,0.0,95.665
2000-03-25,RENAUL,0.0,6.02470529917692,0.0,95.35
2000-03-26,BATSLN,0.0,6.728529728779538,0.0,88.55453387158033
2000-03-26,DT,0.0,5.933063405122428,0.0,95.66500000000002
2000-03-26,RENAUL,0.0,6.025065336796219,0.0,95.35
2000-03-27,BATSLN,0.0,6.8509141836824226,0.0,87.97932773213977
2000-03-27,DT,0.0,6.00509720000726,0.0,95.22500000000001
2000-03-27,RENAUL,0.0,6.10188923940817,0.0,94.97
2000-03-28,BATSLN,0.0,7.03594217627463,0.0,87.09775212832837
2000-03-28,DT,0.0,5.9579655656679495,0.0,95.515
2000-03-28,RENAUL,0.0,6.0478905336125495,0.0,95.24
2000-03-29,BATSLN,0.0,7.062830165365372,0.0,86.97008418297597
2000-03-29,DT,0.0,5.9843332544408,0.0,95.35500000000002
2000-03-29,RENAUL,0.0,6.084512506717401,0.0,95.06
2000-03-30,BATSLN,0.0,7.033006180000919,0.0,87.11663424055361
2000-03-30,DT,0.0,5.9535514146499695,0.0,95.545
2000-03-30,RENAUL,0.0,6.029527575125309,0.0,95.335
2000-03-31,BATSLN,0.0,6.885125939380042,0.0,87.81836365150416
2000-03-31,DT,0.0,5.918762276640141,0.0,95.76
2000-03-31,RENAUL,0.0,5.9967546306976,0.0,95.5
2000-04-01,BATSLN,0.0,6.886292792146935,0.0,87.81701976863263
2000-04-01,DT,0.0,5.9189923819443395,0.0,95.76
2000-04-01,RENAUL,0.0,5.99710795150731,0.0,95.5
2000-04-02,BATSLN,0.0,6.887461345787597,0.0,87.81567451735275
2000-04-02,DT,0.0,5.919223016121489,0.0,95.76
2000-04-02,RENAUL,0.0,5.997462034002591,0.0,95.5
2000-04-03,BATSLN,0.0,6.8590768384957075,0.0,87.95147876664493
2000-04-03,DT,0.0,5.90399486974021,0.0,95.855
2000-04-03,RENAUL,0.0,5.98577097871308,0.0,95.56
2000-04-04,BATSLN,0.0,6.873117506910979,0.0,87.87744539862149
2000-04-04,DT,0.0,5.909917086722079,0.0,95.82
2000-04-04,RENAUL,0.0,6.00721658491911,0.0,95.455
2000-04-05,BATSLN,0.0,6.840477873123919,0.0,88.03583236683221
2000-04-05,DT,0.0,5.858972043508509,0.0,96.135
2000-04-05,RENAUL,0.0,5.94035121913005,0.0,95.79
2000-04-06,BATSLN,0.0,6.902592759685381,0.0,87.74462267044292
2000-04-06,DT,0.0,5.92748666278343,0.0,95.715
2000-04-06,RENAUL,0.0,6.006931010914769,0.0,95.46
2000-04-07,BATSLN,0.0,6.8948938250197385,0.0,87.78961834602119
2000-04-07,DT,0.0,5.9065355256587,0.0,95.845
2000-04-07,RENAUL,0.0,5.99421603307098,0.0,95.525
2000-04-08,BATSLN,0.0,6.896073686790545,0.0,87.78825488952852
2000-04-08,DT,0.0,5.9067654123601105,0.0,95.845
2000-04-08,RENAUL,0.0,5.99457280454165,0.0,95.525
2000-04-09,BATSLN,0.0,6.897255270888667,0.0,87.78689003726765
2000-04-09,DT,0.0,5.9069958279713,0.0,95.845
2000-04-09,RENAUL,0.0,5.9949303430171295,0.0,95.525
2000-04-10,BATSLN,0.0,6.943098402988808,0.0,87.61209502522847
2000-04-10,DT,0.0,5.87792634070336,0.0,96.025
2000-04-10,RENAUL,0.0,6.009386898431949,0.0,95.455
2000-04-11,BATSLN,0.0,7.031965217831521,0.0,87.14188359546095
2000-04-11,DT,0.0,5.88221599871941,0.0,96.0
2000-04-11,RENAUL,0.0,6.0097513249484305,0.0,95.455
2000-04-12,BATSLN,0.0,7.071378681704736,0.0,86.96364267208921
2000-04-12,DT,0.0,5.90442937208013,0.0,95.865
2000-04-12,RENAUL,0.0,5.9698397560818695,0.0,95.655
2000-04-13,BATSLN,0.0,7.0929077878189775,0.0,86.86293020773981
2000-04-13,DT,0.0,5.917713373751011,0.0,95.78499999999998
2000-04-13,RENAUL,0.0,6.047847518106931,0.0,95.27
2000-04-14,BATSLN,0.0,7.145348691070403,0.0,86.6250392371842
2000-04-14,DT,0.0,5.95228702367063,0.0,95.575
2000-04-14,RENAUL,0.0,6.08265772141764,0.0,95.1
2000-04-15,BATSLN,0.0,7.146581638752544,0.0,86.62357601513715
2000-04-15,DT,0.0,5.9525332242482,0.0,95.57499999999999
2000-04-15,RENAUL,0.0,6.083052606773959,0.0,95.1
2000-04-16,BATSLN,0.0,7.147816377358634,0.0,86.62211132257073
2000-04-16,DT,0.0,5.952779970812951,0.0,95.57500000000002
2000-04-16,RENAUL,0.0,6.0834483051334205,0.0,95.1
2000-04-17,BATSLN,0.0,7.174810606185369,0.0,86.45757589822281
2000-04-17,DT,0.0,5.945654851185879,0.0,95.62
2000-04-17,RENAUL,0.0,6.05646634404703,0.0,95.235
2000-04-18,BATSLN,0.0,7.117914639516797,0.0,86.76738808564606
2000-04-18,DT,0.0,5.95327510432801,0.0,95.57500000000002
2000-04-18,RENAUL,0.0,6.07409238725438,0.0,95.15
2000-04-19,BATSLN,0.0,7.100707567247189,0.0,86.88521186028466
2000-04-19,DT,0.0,5.968289902816499,0.0,95.485
2000-04-19,RENAUL,0.0,6.090735702701941,0.0,95.07
2000-04-20,BATSLN,0.0,7.120697989559978,0.0,86.79179344301369
2000-04-20,DT,0.0,5.9915545432753,0.0,95.34500000000001
2000-04-20,RENAUL,0.0,6.10232249593225,0.0,95.015
2000-04-21,BATSLN,0.0,7.121925762620454,0.0,86.79036169550997
2000-04-21,DT,0.0,5.99181486594095,0.0,95.345
2000-04-21,RENAUL,0.0,6.102728891508431,0.0,95.015
2000-04-22,BATSLN,0.0,7.123155324380751,0.0,86.7889285016897
2000-04-22,DT,0.0,5.992075749449071,0.0,95.345
2000-04-22,RENAUL,0.0,6.103136114869679,0.0,95.015
2000-04-23,BATSLN,0.0,7.124386677864553,0.0,86.78749385896823
2000-04-23,DT,0.0,5.99233719442629,0.0,95.34500000000001
2000-04-23,RENAUL,0.0,6.1035441672029105,0.0,95.015
2000-04-24,BATSLN,0.0,7.125619826102689,0.0,86.78605776475483
2000-04-24,DT,0.0,5.9925992015004015,0.0,95.345
2000-04-24,RENAUL,0.0,6.10395304969759,0.0,95.015
2000-04-25,BATSLN,0.0,7.164885894837111,0.0,86.62583464103717
2000-04-25,DT,0.0,6.03907910876347,0.0,95.06499999999998
2000-04-25,RENAUL,0.0,6.132926513217571,0.0,94.875
2000-04-26,BATSLN,0.0,7.107951782387396,0.0,86.88044048584887
2000-04-26,DT,0.0,5.998069994859099,0.0,95.315
2000-04-26,RENAUL,0.0,6.08235896105977,0.0,95.125
